taxon	method	n_significant	n_tested	replication_score	direction_consistent	mean_effect
d__denovo12335	hurdle	1	4	0.25	True	214905101.862899
d__denovo12012	hurdle	1	4	0.25	True	-14.061899
d__denovo3187	hurdle	1	4	0.25	False	-5.803248
d__denovo566	hurdle	1	4	0.25	True	-3.2887795
d__denovo17239	hurdle	1	4	0.25	True	6.878857
d__denovo21162	hurdle	1	4	0.25	True	-3.533295
d__denovo410	hurdle	1	4	0.25	False	-0.4378105
d__denovo3113	hurdle	1	4	0.25	False	-2.014444
d__denovo17335	hurdle	1	4	0.25	True	5.035951
d__denovo14970	hurdle	1	4	0.25	True	-4.202381
d__denovo14687	hurdle	1	4	0.25	True	-2.115692
d__denovo406	hurdle	1	4	0.25	False	-3.2783536666666664
d__denovo4130	hurdle	1	4	0.25	True	5.469265
d__denovo29838	hurdle	1	4	0.25	True	10000000189.697752
d__denovo18562	hurdle	1	4	0.25	True	-14.305127
d__denovo16307	hurdle	1	4	0.25	True	-3.86219
d__denovo4056	hurdle	1	4	0.25	False	1.9599129999999998
d__denovo23033	hurdle	1	4	0.25	True	22.264731
d__denovo16756	hurdle	1	4	0.25	True	3.307146
d__denovo5679	hurdle	1	4	0.25	True	26.057664
d__denovo12007	hurdle	1	4	0.25	True	-14.866297
d__denovo19784	hurdle	1	4	0.25	True	-3.804688
d__denovo13669	hurdle	1	4	0.25	True	-9.387855
d__denovo1052	hurdle	1	4	0.25	True	-2.560365
d__denovo7111	hurdle	1	4	0.25	True	1.9402365000000001
d__denovo9405	hurdle	1	4	0.25	False	-1.9210975
d__denovo4637	hurdle	1	4	0.25	False	-6.605906
d__denovo11976	hurdle	1	4	0.25	True	3.248149
d__denovo4780	hurdle	1	4	0.25	False	3.168511
d__denovo13461	hurdle	1	4	0.25	True	-6.457795
d__denovo3570	hurdle	1	4	0.25	True	-2.884369
d__denovo7681	hurdle	1	4	0.25	True	-4.3042300000000004
d__denovo16119	hurdle	1	4	0.25	True	7.533879
d__denovo17572	hurdle	1	4	0.25	True	-9.398428
d__denovo19484	hurdle	1	4	0.25	True	7.299689
d__denovo19416	hurdle	1	4	0.25	True	3.284506
d__denovo1180	hurdle	1	4	0.25	True	-5.261713
d__denovo2470	hurdle	1	4	0.25	False	-1.5343985
d__denovo7793	hurdle	1	4	0.25	True	-5.2628265
d__denovo20824	hurdle	1	4	0.25	True	3.477896
d__denovo1116	hurdle	1	4	0.25	True	-1.4385825
d__denovo4170	hurdle	1	4	0.25	True	-2.046841
d__denovo13712	hurdle	1	4	0.25	True	-11.108473
d__denovo13283	hurdle	1	4	0.25	True	-4.434509
d__denovo22130	hurdle	1	4	0.25	True	3.002254
d__denovo329	hurdle	2	4	0.5	False	
d__denovo27687	hurdle	1	4	0.25	True	3.466543
d__denovo12032	hurdle	1	4	0.25	True	-4.270198
d__denovo20579	hurdle	1	4	0.25	True	-14.164519
d__denovo14947	hurdle	1	4	0.25	True	8.494954
d__denovo485	hurdle	1	4	0.25	True	3.0766709999999997
d__denovo5540	hurdle	1	4	0.25	True	1.3574104999999999
d__denovo16799	hurdle	1	4	0.25	True	-16.472931
d__denovo18921	hurdle	1	4	0.25	True	-6.928477
d__denovo10107	hurdle	1	4	0.25	True	-18.976838
d__denovo17691	hurdle	1	4	0.25	True	-4.718103
d__denovo5489	hurdle	1	4	0.25	True	-12.014177
d__denovo6516	hurdle	1	4	0.25	True	2.793349
d__denovo6425	hurdle	1	4	0.25	False	-6.6403005
d__denovo8087	hurdle	1	4	0.25	True	-267.3376495
d__denovo14303	hurdle	1	4	0.25	True	12.599338
d__denovo15730	hurdle	1	4	0.25	True	-10.133067
d__denovo8513	hurdle	1	4	0.25	True	-7.562097
d__denovo7021	hurdle	1	4	0.25	True	-18.7826305
d__denovo21648	hurdle	1	4	0.25	True	12.710636
d__denovo17407	hurdle	1	4	0.25	True	3.535469
d__denovo15262	hurdle	1	4	0.25	True	23883359.825576
d__denovo9132	hurdle	1	4	0.25	True	-5.912998
d__denovo9727	hurdle	1	4	0.25	True	5.41954
d__denovo5026	hurdle	2	4	0.5	True	-4.733034
d__denovo16594	hurdle	1	4	0.25	True	-3.236715
d__denovo8957	hurdle	1	4	0.25	True	6666666744.619452
d__denovo16313	hurdle	1	4	0.25	True	-5.30016
d__denovo13845	hurdle	1	4	0.25	True	-2.751458
d__denovo8210	hurdle	1	4	0.25	True	2.023946
d__denovo18090	hurdle	1	4	0.25	True	-6.361011
d__denovo6771	hurdle	1	4	0.25	True	-20.010957
d__denovo15767	hurdle	1	4	0.25	True	5.336414
d__denovo10528	hurdle	1	4	0.25	True	6.29168
d__denovo9152	hurdle	1	4	0.25	False	-4999845992.15014
d__denovo25804	hurdle	1	4	0.25	True	17.44424
d__denovo7577	hurdle	1	4	0.25	True	-2.089808
d__denovo18239	hurdle	1	4	0.25	True	-4.824631
d__denovo13506	hurdle	1	4	0.25	True	3.087806
d__denovo2341	hurdle	1	4	0.25	False	0.7643745
d__denovo19767	hurdle	1	4	0.25	True	-3.170933
d__denovo4843	hurdle	1	4	0.25	True	5.3441615
d__denovo7499	hurdle	1	4	0.25	True	2.859925
d__denovo20361	hurdle	1	4	0.25	True	10.403786
d__denovo16648	hurdle	1	4	0.25	True	1.768102
d__denovo4727	hurdle	1	4	0.25	True	-2.7792635
d__denovo5197	hurdle	1	4	0.25	True	-2.383601
d__denovo1621	hurdle	1	4	0.25	False	1.072635
d__denovo17746	hurdle	1	4	0.25	True	-13.930853
d__denovo13627	hurdle	1	4	0.25	True	6.24233
d__denovo13763	hurdle	1	4	0.25	True	9.057241
d__denovo5998	hurdle	1	4	0.25	True	10.0981175
d__denovo1578	hurdle	1	4	0.25	True	1.16394
d__denovo8915	hurdle	1	4	0.25	False	-0.2757514999999999
d__denovo4794	hurdle	1	4	0.25	False	1.619611
d__denovo19177	hurdle	1	4	0.25	True	-6.139485
d__denovo16458	hurdle	1	4	0.25	True	-8.354539
d__denovo19817	hurdle	1	4	0.25	True	3.786937
d__denovo5534	hurdle	1	4	0.25	True	-23.562256
d__denovo14027	hurdle	1	4	0.25	True	-3.571061
d__denovo15386	hurdle	1	4	0.25	True	3.307146
d__denovo7285	hurdle	1	4	0.25	True	-291.540678
d__denovo16082	hurdle	1	4	0.25	True	3.232109
d__denovo8315	hurdle	1	4	0.25	True	5000000018.445064
d__denovo5876	hurdle	1	4	0.25	True	6.435884
d__denovo3133	hurdle	1	4	0.25	False	0.21704099999999998
d__denovo28401	hurdle	1	4	0.25	True	7.744219
d__denovo6498	hurdle	1	4	0.25	True	1.650509
d__denovo16264	hurdle	1	4	0.25	True	16.467855
d__denovo26648	hurdle	1	4	0.25	True	-2000000035.667809
d__denovo19604	hurdle	1	4	0.25	True	2.061689
d__denovo2356	hurdle	1	4	0.25	True	4.155715
d__denovo9340	hurdle	1	4	0.25	False	-1.4149825
d__denovo12697	hurdle	1	4	0.25	True	3.564649
d__denovo1553	hurdle	1	4	0.25	True	-1.311274
d__denovo15950	hurdle	1	4	0.25	True	4.275838
d__denovo6274	hurdle	1	4	0.25	True	-1.7751115
d__denovo277	hurdle	2	4	0.5	True	-3.4822640000000002
d__denovo18844	hurdle	1	4	0.25	True	4.14405
d__denovo9910	hurdle	1	4	0.25	True	-2.170161
d__denovo14396	hurdle	1	4	0.25	True	3.612501
d__denovo7591	hurdle	1	4	0.25	True	2.971516
d__denovo31520	hurdle	1	4	0.25	True	-13.028927
d__denovo19998	hurdle	1	4	0.25	True	10.669902
d__denovo22679	hurdle	1	4	0.25	True	9.159317
d__denovo8170	hurdle	1	4	0.25	True	2.936123
d__denovo11731	hurdle	1	4	0.25	True	-18.196554
d__denovo102	hurdle	1	4	0.25	False	1.6957695
d__denovo4201	hurdle	1	4	0.25	True	-3.8912555
d__denovo6251	hurdle	1	4	0.25	True	-9.844485
d__denovo28902	hurdle	1	4	0.25	True	17.44424
d__denovo7743	hurdle	1	4	0.25	True	-2.876024
d__denovo15682	hurdle	1	4	0.25	True	2.452911
d__denovo6402	hurdle	2	4	0.5	False	-1.513062
d__denovo20368	hurdle	1	4	0.25	True	15.748701
d__denovo19976	hurdle	1	4	0.25	True	16.359488
d__denovo12632	hurdle	1	4	0.25	True	-16.742011
d__denovo17433	hurdle	1	4	0.25	True	10.817539
d__denovo16033	hurdle	1	4	0.25	True	-3.091067
d__denovo13838	hurdle	1	4	0.25	True	-6.181739
d__denovo6166	hurdle	1	4	0.25	True	-17.767954
d__denovo2864	hurdle	1	4	0.25	False	4.7981315
d__denovo7215	hurdle	1	4	0.25	True	4.002096
d__denovo7919	hurdle	1	4	0.25	False	-10.036833000000001
d__denovo10753	hurdle	1	4	0.25	True	-1.974401
d__denovo13375	hurdle	1	4	0.25	True	-8.473719
d__denovo18736	hurdle	1	4	0.25	True	3.823686
d__denovo9546	hurdle	1	4	0.25	True	3.055643
d__denovo6354	hurdle	2	4	0.5	False	3.936965
d__denovo16457	hurdle	1	4	0.25	True	4.696264
d__denovo8961	hurdle	1	4	0.25	True	-7.2966755
d__denovo8638	hurdle	1	4	0.25	False	-2.4962685
d__denovo26538	hurdle	1	4	0.25	True	7.963638
d__denovo7697	hurdle	1	4	0.25	True	-3.845758
d__denovo10011	hurdle	1	4	0.25	True	-2.219256
d__denovo13301	hurdle	1	4	0.25	True	17.889513
d__denovo15031	hurdle	1	4	0.25	True	-9.355354
d__denovo6399	hurdle	1	4	0.25	True	11.1441355
d__denovo3846	hurdle	1	4	0.25	True	1.037615
d__denovo6969	hurdle	1	4	0.25	True	6.800396
d__denovo6815	hurdle	1	4	0.25	False	1.116727
d__denovo14617	hurdle	1	4	0.25	True	19.172164
d__denovo20999	hurdle	1	4	0.25	True	13.15007
d__denovo16778	hurdle	1	4	0.25	True	6.318612
d__denovo17309	hurdle	1	4	0.25	True	3.720522
d__denovo21558	hurdle	1	4	0.25	True	4.386781
d__denovo512	hurdle	1	4	0.25	False	0.06117499999999998
d__denovo17855	hurdle	1	4	0.25	True	-7.677769
d__denovo7523	hurdle	1	4	0.25	True	-5.079717
d__denovo11429	hurdle	1	4	0.25	False	-6.436291000000001
d__denovo14605	hurdle	1	4	0.25	True	7.838058
d__denovo11681	hurdle	1	4	0.25	True	-1.385869
d__denovo31650	hurdle	1	4	0.25	True	15.734025
d__denovo10998	hurdle	1	4	0.25	True	-8.675957
d__denovo45	hurdle	1	4	0.25	False	-0.032748250000000034
d__denovo16394	hurdle	1	4	0.25	True	9.113454
d__denovo9140	hurdle	1	4	0.25	True	-2.738623
d__denovo16620	hurdle	1	4	0.25	True	-6.683065
d__denovo15622	hurdle	1	4	0.25	True	-6.508872
d__denovo10542	hurdle	1	4	0.25	True	215254035.95351
d__denovo13629	hurdle	1	4	0.25	True	-2.558734
d__denovo24759	hurdle	1	4	0.25	True	-6.360636
d__denovo15945	hurdle	1	4	0.25	True	-1.792282
d__denovo19991	hurdle	1	4	0.25	True	5.901286
d__denovo13693	hurdle	1	4	0.25	True	-6.873972
d__denovo16400	hurdle	1	4	0.25	True	5.17083
d__denovo17432	hurdle	1	4	0.25	True	14.374999
d__denovo20751	hurdle	1	4	0.25	True	9.283189
d__denovo12016	hurdle	1	4	0.25	True	3.84168
d__denovo10184	hurdle	1	4	0.25	True	1.79673
d__denovo17809	hurdle	1	4	0.25	True	-7.757664
d__denovo22537	hurdle	1	4	0.25	True	4.160231
d__denovo16653	hurdle	1	4	0.25	True	-17.819733
d__denovo16504	hurdle	1	4	0.25	True	20.425923
d__denovo14956	hurdle	1	4	0.25	True	-10.379912
d__denovo2900	hurdle	1	4	0.25	False	13.018946
d__denovo8936	hurdle	2	4	0.5	True	-11.555274
d__denovo16802	hurdle	1	4	0.25	True	-2.568851
d__denovo7622	hurdle	1	4	0.25	True	7.173032
d__denovo4098	hurdle	1	4	0.25	True	2.057092
d__denovo1366	hurdle	1	4	0.25	True	1.7412245
d__denovo8221	hurdle	1	4	0.25	True	-5000000049.890722
d__denovo12085	hurdle	1	4	0.25	False	285.583233
d__denovo7998	hurdle	1	4	0.25	True	1.888756
d__denovo21118	hurdle	1	4	0.25	True	14.802725
d__denovo24039	hurdle	1	4	0.25	True	8.478059
d__denovo5073	hurdle	1	4	0.25	False	-0.6455955
d__denovo15691	hurdle	1	4	0.25	True	-8.908795
d__denovo6276	hurdle	1	4	0.25	True	2.082559
d__denovo8396	hurdle	1	4	0.25	True	-1.780083
d__denovo17918	hurdle	1	4	0.25	True	-10.830066
d__denovo20305	hurdle	1	4	0.25	True	-8.821001
d__denovo6412	hurdle	1	4	0.25	True	-2.50088
d__denovo315	hurdle	1	4	0.25	False	0.7493285
d__denovo759	hurdle	1	4	0.25	True	-1.891802
d__denovo1350	hurdle	1	4	0.25	True	3.681016
d__denovo1371	hurdle	1	4	0.25	True	2.707013
d__denovo4065	hurdle	1	4	0.25	True	2.975606
d__denovo4052	hurdle	1	4	0.25	False	-1.3575295
d__denovo25102	hurdle	1	4	0.25	True	-23.044355
d__denovo7368	hurdle	1	4	0.25	True	-5.458813
d__denovo11542	hurdle	1	4	0.25	True	-7.134113
d__denovo6938	hurdle	1	4	0.25	True	-3.274115
d__denovo13	hurdle	1	4	0.25	False	-1.7328439999999998
d__denovo9770	hurdle	1	4	0.25	False	-0.8736855000000001
d__denovo14341	hurdle	1	4	0.25	True	3.124146
d__denovo21701	hurdle	1	4	0.25	True	3.025509
d__denovo11463	hurdle	1	4	0.25	True	-215315082.652985
d__denovo4538	hurdle	1	4	0.25	False	-1.2416215000000002
d__denovo5541	hurdle	2	4	0.5	False	-4.4932115
d__denovo10761	hurdle	1	4	0.25	True	-4.50497
d__denovo16562	hurdle	1	4	0.25	True	-4.073619
d__denovo5700	hurdle	1	4	0.25	True	-8.691866
d__denovo24372	hurdle	1	4	0.25	True	192.441313
d__denovo621	hurdle	1	4	0.25	True	-3.199066
d__denovo14275	hurdle	1	4	0.25	True	15.75825
d__denovo3465	hurdle	2	4	0.5	True	2.3113585
d__denovo4298	hurdle	1	4	0.25	True	-3.351107
d__denovo20801	hurdle	1	4	0.25	True	-10.986548
d__denovo15542	hurdle	1	4	0.25	True	-12.270629
d__denovo3558	hurdle	1	4	0.25	True	-0.8900825
d__denovo5411	hurdle	1	4	0.25	True	1.016788
d__denovo6687	hurdle	1	4	0.25	True	-13.443158
d__denovo8219	hurdle	1	4	0.25	True	-3.0407125
d__denovo15489	hurdle	1	4	0.25	True	2.689526
d__denovo6621	hurdle	1	4	0.25	False	-0.48648650000000004
d__denovo15725	hurdle	1	4	0.25	True	-1.611644
d__denovo14912	hurdle	1	4	0.25	True	2.797253
d__denovo10163	hurdle	1	4	0.25	False	
d__denovo7210	hurdle	1	4	0.25	False	-1.2215295
d__denovo8868	hurdle	1	4	0.25	False	
d__denovo17086	hurdle	1	4	0.25	True	4.88915
d__denovo16741	hurdle	1	4	0.25	True	-3.828577
d__denovo19167	hurdle	1	4	0.25	True	17.406186
d__denovo24121	hurdle	1	4	0.25	True	4.269946
d__denovo5076	hurdle	1	4	0.25	True	-6.321867
d__denovo370	hurdle	2	4	0.5	True	24.8892235
d__denovo15197	hurdle	1	4	0.25	True	-2.714121
d__denovo19951	hurdle	1	4	0.25	True	10.992427
d__denovo8226	hurdle	1	4	0.25	True	-25.043838
d__denovo20505	hurdle	1	4	0.25	True	2.366838
d__denovo12925	hurdle	1	4	0.25	True	-3.822406
d__denovo11921	hurdle	1	4	0.25	True	1.887517
d__denovo1513	hurdle	1	4	0.25	True	-1.698402
d__denovo13997	hurdle	1	4	0.25	True	2.993837
d__denovo10996	hurdle	1	4	0.25	True	-1.489779
d__denovo5312	hurdle	1	4	0.25	False	3.696499
d__denovo24861	hurdle	1	4	0.25	True	10.082462
d__denovo19669	hurdle	1	4	0.25	True	8.747879
d__denovo14746	hurdle	1	4	0.25	True	-5.891955
d__denovo5247	hurdle	1	4	0.25	True	1.859832
d__denovo10733	hurdle	1	4	0.25	True	-1.592006
d__denovo5040	hurdle	1	4	0.25	True	-2.140308
d__denovo23599	hurdle	1	4	0.25	True	972791.152524
d__denovo110	hurdle	2	4	0.5	False	-0.5304102500000001
d__denovo3735	hurdle	1	4	0.25	True	1.2338855
d__denovo6750	hurdle	1	4	0.25	False	0.9883975
d__denovo14330	hurdle	1	4	0.25	True	-3.70785
d__denovo171	hurdle	1	4	0.25	False	0.8219003333333333
d__denovo11580	hurdle	1	4	0.25	True	-6.471874
d__denovo1070	hurdle	1	4	0.25	True	2.865016
d__denovo25510	hurdle	1	4	0.25	True	7.435876
d__denovo14550	hurdle	1	4	0.25	True	-2.970819
d__denovo7639	hurdle	1	4	0.25	True	-2.172572
d__denovo9493	hurdle	1	4	0.25	True	-12.634496
d__denovo9783	hurdle	1	4	0.25	True	-1.504142
d__denovo15016	hurdle	1	4	0.25	True	5.945307
d__denovo3120	hurdle	1	4	0.25	True	-2.2045945
d__denovo22427	hurdle	1	4	0.25	True	-2.277981
d__denovo18931	hurdle	1	4	0.25	True	-13.56747
d__denovo11234	hurdle	1	4	0.25	True	-3.520641
d__denovo2824	hurdle	1	4	0.25	False	1.66232
d__denovo24794	hurdle	1	4	0.25	True	20.010957
d__denovo14839	hurdle	1	4	0.25	True	5.296391
d__denovo6667	hurdle	1	4	0.25	True	-6.657348
d__denovo6818	hurdle	1	4	0.25	False	0.754038
d__denovo11534	hurdle	1	4	0.25	True	2.342936
d__denovo9233	hurdle	1	4	0.25	True	-1.985959
d__denovo24857	hurdle	1	4	0.25	True	8.556902
d__denovo20887	hurdle	1	4	0.25	True	-2.819123
d__denovo8852	hurdle	1	4	0.25	True	2.564858
d__denovo3543	hurdle	1	4	0.25	False	0.8053525000000001
d__denovo17807	hurdle	1	4	0.25	True	3.545539
d__denovo4511	hurdle	1	4	0.25	True	2.148543
d__denovo13985	hurdle	1	4	0.25	True	9.727447
d__denovo11036	hurdle	1	4	0.25	True	-9.040163
d__denovo7032	hurdle	1	4	0.25	True	1.7140300000000002
d__denovo21124	hurdle	1	4	0.25	True	-2.991017
d__denovo15288	hurdle	1	4	0.25	True	1.810696
d__denovo13361	hurdle	1	4	0.25	True	6.453569
d__denovo93	hurdle	1	4	0.25	False	1.9572546666666668
d__denovo5828	hurdle	2	4	0.5	True	5.349113999999999
d__denovo1178	hurdle	1	4	0.25	True	1.569787
d__denovo6015	hurdle	1	4	0.25	False	4.097289
d__denovo15966	hurdle	1	4	0.25	True	1.85382
d__denovo8504	hurdle	1	4	0.25	True	-2.608726
d__denovo8694	hurdle	1	4	0.25	False	2.658336
d__denovo11916	hurdle	1	4	0.25	True	-5.543435
d__denovo14226	hurdle	1	4	0.25	True	-2.428276
d__denovo19671	hurdle	1	4	0.25	True	20.285095
d__denovo6825	hurdle	1	4	0.25	True	-5.8050904999999995
d__denovo18086	hurdle	1	4	0.25	True	1.622946
d__denovo13630	hurdle	1	4	0.25	True	2.407879
d__denovo24740	hurdle	1	4	0.25	True	-13.442413
d__denovo2342	hurdle	1	4	0.25	False	1.5249030000000001
d__denovo7915	hurdle	1	4	0.25	True	-10.642139
d__denovo2667	hurdle	1	4	0.25	True	-1.7551014999999999
d__denovo9631	hurdle	1	4	0.25	True	-4.205158
d__denovo14454	hurdle	1	4	0.25	True	-1.71051
d__denovo7408	hurdle	1	4	0.25	True	-7.638278
d__denovo550	hurdle	1	4	0.25	False	-2.0088775
d__denovo16237	hurdle	1	4	0.25	True	4.269703
d__denovo126	hurdle	1	4	0.25	False	-0.5962713333333333
d__denovo12148	hurdle	1	4	0.25	True	-4.93768
d__denovo3158	hurdle	1	4	0.25	True	3.553747
d__denovo7276	hurdle	1	4	0.25	True	-1.888923
d__denovo4840	hurdle	1	4	0.25	True	1.0613295
d__denovo10050	hurdle	1	4	0.25	True	-10.109129
d__denovo9124	hurdle	1	4	0.25	False	
d__denovo11650	hurdle	1	4	0.25	True	15.006019
d__denovo10351	hurdle	1	4	0.25	True	9.16529
d__denovo7409	hurdle	1	4	0.25	False	4.368836
d__denovo7576	hurdle	1	4	0.25	False	-4.9704345
d__denovo631	hurdle	1	4	0.25	False	-167272727213.66052
d__denovo22820	hurdle	1	4	0.25	True	889.001001
d__denovo11600	hurdle	1	4	0.25	True	-3.185292
d__denovo22956	hurdle	1	4	0.25	True	6.69625
d__denovo14894	hurdle	1	4	0.25	True	-3.256393
d__denovo3620	hurdle	1	4	0.25	True	2.662407
d__denovo6006	hurdle	1	4	0.25	False	5.1522655
d__denovo15405	hurdle	1	4	0.25	True	-4.264999
d__denovo18236	hurdle	1	4	0.25	True	1.516167
d__denovo12114	hurdle	1	4	0.25	True	-14.061844
d__denovo18513	hurdle	1	4	0.25	True	-13.779575
d__denovo19299	hurdle	1	4	0.25	True	-10.29335
d__denovo8589	hurdle	1	4	0.25	False	1.5174805
d__denovo9228	hurdle	1	4	0.25	True	8.9541295
d__denovo318	hurdle	1	4	0.25	False	
d__denovo7677	hurdle	2	4	0.5	False	-7.2031884999999996
d__denovo12071	hurdle	1	4	0.25	True	-1.943636
d__denovo25916	hurdle	1	4	0.25	True	2.247409
d__denovo21662	hurdle	1	4	0.25	True	10.46994
d__denovo12145	hurdle	1	4	0.25	True	22.317978
d__denovo405	hurdle	1	4	0.25	True	1.6861110000000001
d__denovo7293	hurdle	1	4	0.25	False	1.2040245
d__denovo4902	hurdle	1	4	0.25	True	-2.310281
d__denovo8497	hurdle	1	4	0.25	True	-3.7568034999999997
d__denovo18987	hurdle	1	4	0.25	True	-3.480559
d__denovo25712	hurdle	1	4	0.25	True	8.468243
d__denovo860	hurdle	1	4	0.25	True	-2.718993
d__denovo10491	hurdle	1	4	0.25	True	1.883508
d__denovo22889	hurdle	1	4	0.25	True	11.818729
d__denovo27187	hurdle	1	4	0.25	True	-2.457265
d__denovo14905	hurdle	1	4	0.25	True	-11.64403
d__denovo214	hurdle	1	4	0.25	True	6.2481860000000005
d__denovo7797	hurdle	1	4	0.25	True	-3.335213
d__denovo5858	hurdle	1	4	0.25	False	-1.5959189999999999
d__denovo1298	hurdle	1	4	0.25	False	-2.3855515
d__denovo2020	hurdle	1	4	0.25	True	2.747015
d__denovo10832	hurdle	1	4	0.25	True	-3.807455
d__denovo8473	hurdle	1	4	0.25	True	-4.443188
d__denovo10599	hurdle	1	4	0.25	True	1.852208
d__denovo5964	hurdle	1	4	0.25	True	14.854234
d__denovo22971	hurdle	1	4	0.25	True	-10.619386
d__denovo19600	hurdle	1	4	0.25	True	-8.804274
d__denovo10661	hurdle	1	4	0.25	True	-5.814999
d__denovo3004	hurdle	1	4	0.25	True	-2.156668
d__denovo10188	hurdle	1	4	0.25	False	-8.878705499999999
d__denovo8481	hurdle	1	4	0.25	True	-2.419967
d__denovo13433	hurdle	1	4	0.25	True	3.029003
d__denovo4002	hurdle	1	4	0.25	False	7.4683945000000005
d__denovo4527	hurdle	1	4	0.25	True	3.0535695
d__denovo7955	hurdle	1	4	0.25	False	
d__denovo10511	hurdle	1	4	0.25	True	5.639117
d__denovo8434	hurdle	1	4	0.25	True	-1.796828
d__denovo19411	hurdle	1	4	0.25	True	21.340253
d__denovo3324	hurdle	1	4	0.25	True	2.4825435000000002
d__denovo10963	hurdle	1	4	0.25	True	-8.323169
d__denovo2475	hurdle	1	4	0.25	True	1.7467065
d__denovo13759	hurdle	1	4	0.25	True	-4.623374
d__denovo350	hurdle	1	4	0.25	False	-2500000036.787931
d__denovo8905	hurdle	1	4	0.25	True	-8082635993.202847
d__denovo14714	hurdle	1	4	0.25	True	-9.427757
d__denovo16518	hurdle	1	4	0.25	True	11.732133
d__denovo21896	hurdle	1	4	0.25	True	-24.443878
d__denovo21194	hurdle	1	4	0.25	True	-8.570245
d__denovo1337	hurdle	1	4	0.25	False	-1.533213
d__denovo870	hurdle	1	4	0.25	True	-1.982563
d__denovo18234	hurdle	1	4	0.25	True	8.761725
d__denovo18528	hurdle	1	4	0.25	True	-10.125482
d__denovo1984	hurdle	1	4	0.25	True	-3.402638
d__denovo17824	hurdle	1	4	0.25	True	-14.388262
d__denovo20974	hurdle	1	4	0.25	True	-4.319004
d__denovo224	hurdle	1	4	0.25	False	-15.2797135
d__denovo1091	hurdle	1	4	0.25	True	-1.5692534999999999
d__denovo16877	hurdle	1	4	0.25	True	-9.452513
d__denovo10055	hurdle	1	4	0.25	True	-1.949318
d__denovo29194	hurdle	1	4	0.25	True	17.562906
d__denovo25188	hurdle	1	4	0.25	True	2.054551
d__denovo11026	hurdle	1	4	0.25	True	4.523827
d__denovo5223	hurdle	1	4	0.25	False	0.09864849999999992
d__denovo14498	hurdle	1	4	0.25	True	9.504989
d__denovo11063	hurdle	1	4	0.25	True	-4.844693
d__denovo5560	hurdle	1	4	0.25	False	2.1657525
d__denovo13397	hurdle	1	4	0.25	True	-9.746231
d__denovo176	hurdle	1	4	0.25	False	-0.632127
d__denovo16684	hurdle	1	4	0.25	True	12.865215
d__denovo29969	hurdle	1	4	0.25	True	20.53723
d__denovo24534	hurdle	1	4	0.25	True	6.053811
d__denovo6553	hurdle	1	4	0.25	True	-8.851126
d__denovo14476	hurdle	1	4	0.25	True	-3.53583
d__denovo6341	hurdle	1	4	0.25	False	-4.553559
d__denovo11676	hurdle	1	4	0.25	True	-189.211903
d__denovo6061	hurdle	1	4	0.25	True	-1.8019375
d__denovo17677	hurdle	1	4	0.25	True	-1.792159
d__denovo3181	hurdle	1	4	0.25	True	-1.8449879999999999
d__denovo8258	hurdle	1	4	0.25	True	1.762502
d__denovo513	hurdle	1	4	0.25	False	1.122557
d__denovo8506	hurdle	1	4	0.25	True	-13.501457
d__denovo22558	hurdle	1	4	0.25	True	2.55051
d__denovo16496	hurdle	1	4	0.25	True	7.232224
d__denovo25651	hurdle	1	4	0.25	True	20.010957
d__denovo14242	hurdle	1	4	0.25	True	-3.090586
d__denovo15985	hurdle	1	4	0.25	True	-2.826182
d__denovo3731	hurdle	1	4	0.25	False	-0.9889705
d__denovo19883	hurdle	1	4	0.25	True	19.400796
d__denovo15654	hurdle	1	4	0.25	True	-7.833681
d__denovo9621	hurdle	1	4	0.25	True	-7.674218
d__denovo21966	hurdle	1	4	0.25	True	2.552899
d__denovo13650	hurdle	1	4	0.25	True	-9.925214
d__denovo21687	hurdle	1	4	0.25	True	-3.47765
d__denovo12402	hurdle	1	4	0.25	True	-1.880481
d__denovo6403	hurdle	1	4	0.25	True	1.0456334999999999
d__denovo2394	hurdle	2	4	0.5	True	-2.8728055
d__denovo16035	hurdle	1	4	0.25	True	2.11627
d__denovo6293	hurdle	1	4	0.25	True	-1.355083
d__denovo21491	hurdle	1	4	0.25	True	6.734011
d__denovo26540	hurdle	1	4	0.25	True	-2000000035.667809
d__denovo14808	hurdle	1	4	0.25	True	3.483312
d__denovo81	hurdle	1	4	0.25	False	-0.47655975
d__denovo14811	hurdle	1	4	0.25	True	1.912175
d__denovo7506	hurdle	1	4	0.25	False	-1.0917595000000002
d__denovo16606	hurdle	1	4	0.25	True	14.332431
d__denovo15456	hurdle	1	4	0.25	True	4.923317
d__denovo17049	hurdle	1	4	0.25	True	1.686137
d__denovo5568	hurdle	1	4	0.25	True	1.9781045
d__denovo3999	hurdle	1	4	0.25	True	2.369054
d__denovo11180	hurdle	1	4	0.25	True	4.181942
d__denovo19834	hurdle	1	4	0.25	True	-9.076195
d__denovo12777	hurdle	1	4	0.25	True	-4.729975
d__denovo14174	hurdle	1	4	0.25	True	23.1049
d__denovo14348	hurdle	1	4	0.25	True	11.020866
d__denovo24	hurdle	1	4	0.25	False	-0.6352083333333333
d__denovo659	hurdle	1	4	0.25	True	-13.2321885
d__denovo11497	hurdle	1	4	0.25	True	-2.192544
d__denovo3866	hurdle	1	4	0.25	True	0.7740735
d__denovo17916	hurdle	1	4	0.25	True	-5.921045
